time,altitude,latitude,longitude,x_wind,y_wind
UTC,m,degrees_north,degrees_east,m s-1,m s-1
2010-07-01T12:00:00Z,10.0,7.0,70.0,8.84018,1.5055251
2010-07-01T12:00:00Z,10.0,7.0,70.25,8.662503,1.2427719
2010-07-01T12:00:00Z,10.0,7.0,70.5,8.293754,1.8419454
2010-07-01T12:00:00Z,10.0,7.0,70.75,8.297669,1.8979187
2010-07-01T12:00:00Z,10.0,7.0,71.0,8.38303,1.8944838
2010-07-01T12:00:00Z,10.0,7.0,71.25,8.755819,1.7926669
2010-07-01T12:00:00Z,10.0,7.0,71.5,8.846053,1.7039044
2010-07-01T12:00:00Z,10.0,7.0,71.75,9.828643,1.8594466
2010-07-01T12:00:00Z,10.0,7.0,72.0,9.761793,2.4282677
2010-07-01T12:00:00Z,10.0,7.0,72.25,9.151321,2.844104
2010-07-01T12:00:00Z,10.0,7.0,72.5,9.215949,2.3864248
2010-07-01T12:00:00Z,10.0,7.0,72.75,8.2559,1.86043
2010-07-01T12:00:00Z,10.0,7.0,73.0,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,73.25,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,73.5,7.1406703,2.4297101
2010-07-01T12:00:00Z,10.0,7.0,73.75,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,74.0,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,74.25,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,74.5,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,74.75,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,75.0,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,75.25,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,75.5,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,75.75,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,76.0,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,76.25,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,76.5,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,76.75,NaN,NaN
2010-07-01T12:00:00Z,10.0,7.0,77.0,NaN,NaN
