time,LEV,latitude,longitude,u,v
UTC,millibar,degrees_north,degrees_east,,
2010-12-01T00:00:00Z,1000.0,7.0,70.0,0.29976845,-1.9484444
2010-12-01T00:00:00Z,1000.0,7.0,70.25,0.37887,-1.920124
2010-12-01T00:00:00Z,1000.0,7.0,70.5,0.48140907,-1.861042
2010-12-01T00:00:00Z,1000.0,7.0,70.75,0.5776005,-1.8058662
2010-12-01T00:00:00Z,1000.0,7.0,71.0,0.68013954,-1.7589912
2010-12-01T00:00:00Z,1000.0,7.0,71.25,0.74019814,-1.7301826
2010-12-01T00:00:00Z,1000.0,7.0,71.5,0.79732704,-1.6828194
2010-12-01T00:00:00Z,1000.0,7.0,71.75,0.8329716,-1.6256905
2010-12-01T00:00:00Z,1000.0,7.0,72.0,0.8583622,-1.5836983
2010-12-01T00:00:00Z,1000.0,7.0,72.25,0.91207314,-1.5456123
2010-12-01T00:00:00Z,1000.0,7.0,72.5,0.9682255,-1.5358467
2010-12-01T00:00:00Z,1000.0,7.0,72.75,1.041956,-1.4831123
2010-12-01T00:00:00Z,1000.0,7.0,73.0,1.1108036,-1.435749
2010-12-01T00:00:00Z,1000.0,7.0,73.25,1.2040653,-1.3830147
2010-12-01T00:00:00Z,1000.0,7.0,73.5,1.2900028,-1.3302803
2010-12-01T00:00:00Z,1000.0,7.0,73.75,1.3622684,-1.2565498
2010-12-01T00:00:00Z,1000.0,7.0,74.0,1.4140263,-1.1061592
2010-12-01T00:00:00Z,1000.0,7.0,74.25,1.4262333,-0.97481155
2010-12-01T00:00:00Z,1000.0,7.0,74.5,1.4403934,-0.880085
2010-12-01T00:00:00Z,1000.0,7.0,74.75,1.4408817,-0.8854561
2010-12-01T00:00:00Z,1000.0,7.0,75.0,1.4589481,-0.8976631
2010-12-01T00:00:00Z,1000.0,7.0,75.25,1.4677372,-0.92842484
2010-12-01T00:00:00Z,1000.0,7.0,75.5,1.4184208,-0.9420967
2010-12-01T00:00:00Z,1000.0,7.0,75.75,1.2792606,-0.9713936
2010-12-01T00:00:00Z,1000.0,7.0,76.0,1.0434208,-1.149128
2010-12-01T00:00:00Z,1000.0,7.0,76.25,0.72408485,-1.4259834
2010-12-01T00:00:00Z,1000.0,7.0,76.5,0.28512,-1.9552803
2010-12-01T00:00:00Z,1000.0,7.0,76.75,-0.19779015,-2.6051826
2010-12-01T00:00:00Z,1000.0,7.0,77.0,-0.5449581,-3.348835
2010-12-01T00:00:00Z,1000.0,7.0,77.25,-0.61136436,-3.999714
2010-12-01T00:00:00Z,1000.0,7.0,77.5,-0.44486046,-4.4137764
2010-12-01T00:00:00Z,1000.0,7.0,77.75,-0.16995811,-4.638874
2010-12-01T00:00:00Z,1000.0,7.0,78.0,0.09664345,-4.628132
2010-12-01T00:00:00Z,1000.0,7.25,70.0,0.09615517,-2.0612373
2010-12-01T00:00:00Z,1000.0,7.25,70.25,0.19527626,-2.0216866
2010-12-01T00:00:00Z,1000.0,7.25,70.5,0.2987919,-1.9591866
2010-12-01T00:00:00Z,1000.0,7.25,70.75,0.40133095,-1.899128
2010-12-01T00:00:00Z,1000.0,7.25,71.0,0.4965458,-1.8507881
2010-12-01T00:00:00Z,1000.0,7.25,71.25,0.57076454,-1.8078194
2010-12-01T00:00:00Z,1000.0,7.25,71.5,0.6317997,-1.7614326
2010-12-01T00:00:00Z,1000.0,7.25,71.75,0.67428017,-1.70821
2010-12-01T00:00:00Z,1000.0,7.25,72.0,0.72701454,-1.6696358
2010-12-01T00:00:00Z,1000.0,7.25,72.25,0.76851845,-1.6398506
2010-12-01T00:00:00Z,1000.0,7.25,72.5,0.8217411,-1.6256905
2010-12-01T00:00:00Z,1000.0,7.25,72.75,0.8842411,-1.586628
2010-12-01T00:00:00Z,1000.0,7.25,73.0,0.94576454,-1.5597725
2010-12-01T00:00:00Z,1000.0,7.25,73.25,1.0414677,-1.524128
2010-12-01T00:00:00Z,1000.0,7.25,73.5,1.12887,-1.4792061
2010-12-01T00:00:00Z,1000.0,7.25,73.75,1.210413,-1.3986397
2010-12-01T00:00:00Z,1000.0,7.25,74.0,1.2836552,-1.2355537
2010-12-01T00:00:00Z,1000.0,7.25,74.25,1.3661747,-1.071003
2010-12-01T00:00:00Z,1000.0,7.25,74.5,1.4423466,-0.9606514
2010-12-01T00:00:00Z,1000.0,7.25,74.75,1.4784794,-0.9650459
2010-12-01T00:00:00Z,1000.0,7.25,75.0,1.5033817,-0.9494209
2010-12-01T00:00:00Z,1000.0,7.25,75.25,1.5067997,-0.9196358
2010-12-01T00:00:00Z,1000.0,7.25,75.5,1.4779911,-0.8537178
2010-12-01T00:00:00Z,1000.0,7.25,75.75,1.3813114,-0.8068428
2010-12-01T00:00:00Z,1000.0,7.25,76.0,1.2255497,-0.8820381
2010-12-01T00:00:00Z,1000.0,7.25,76.25,0.9677372,-1.0480537
2010-12-01T00:00:00Z,1000.0,7.25,76.5,0.51558876,-1.4977608
2010-12-01T00:00:00Z,1000.0,7.25,76.75,-0.08939171,-2.151081
2010-12-01T00:00:00Z,1000.0,7.25,77.0,-0.63236046,-3.0793037
2010-12-01T00:00:00Z,1000.0,7.25,77.25,-0.8559933,-3.9611397
2010-12-01T00:00:00Z,1000.0,7.25,77.5,-0.7280636,-4.559284
2010-12-01T00:00:00Z,1000.0,7.25,77.75,-0.38821983,-4.8996162
2010-12-01T00:00:00Z,1000.0,7.25,78.0,-0.057165146,-4.8429756
2010-12-01T00:00:00Z,1000.0,7.5,70.0,-0.10648155,-2.163288
2010-12-01T00:00:00Z,1000.0,7.5,70.25,0.0058231354,-2.121296
2010-12-01T00:00:00Z,1000.0,7.5,70.5,0.10494423,-2.0631905
2010-12-01T00:00:00Z,1000.0,7.5,70.75,0.22164345,-1.9977608
2010-12-01T00:00:00Z,1000.0,7.5,71.0,0.3066044,-1.9381905
2010-12-01T00:00:00Z,1000.0,7.5,71.25,0.38912392,-1.8781319
2010-12-01T00:00:00Z,1000.0,7.5,71.5,0.4545536,-1.8376045
2010-12-01T00:00:00Z,1000.0,7.5,71.75,0.49752235,-1.7902412
2010-12-01T00:00:00Z,1000.0,7.5,72.0,0.55465126,-1.7692451
2010-12-01T00:00:00Z,1000.0,7.5,72.25,0.58345985,-1.7438545
2010-12-01T00:00:00Z,1000.0,7.5,72.5,0.6391239,-1.7199287
2010-12-01T00:00:00Z,1000.0,7.5,72.75,0.7026005,-1.6955147
2010-12-01T00:00:00Z,1000.0,7.5,73.0,0.77877235,-1.6696358
2010-12-01T00:00:00Z,1000.0,7.5,73.25,0.8764286,-1.630085
2010-12-01T00:00:00Z,1000.0,7.5,73.5,0.9701786,-1.576374
2010-12-01T00:00:00Z,1000.0,7.5,73.75,1.0546513,-1.5060616
2010-12-01T00:00:00Z,1000.0,7.5,74.0,1.1371708,-1.3776436
2010-12-01T00:00:00Z,1000.0,7.5,74.25,1.2826786,-1.232624
2010-12-01T00:00:00Z,1000.0,7.5,74.5,1.3974247,-1.1046944
2010-12-01T00:00:00Z,1000.0,7.5,74.75,1.453577,-1.0666084
2010-12-01T00:00:00Z,1000.0,7.5,75.0,1.4838505,-1.005085
2010-12-01T00:00:00Z,1000.0,7.5,75.25,1.50387,-0.9259834
2010-12-01T00:00:00Z,1000.0,7.5,75.5,1.5131474,-0.8400459
2010-12-01T00:00:00Z,1000.0,7.5,75.75,1.4750614,-0.755085
2010-12-01T00:00:00Z,1000.0,7.5,76.0,1.4027958,-0.73946
2010-12-01T00:00:00Z,1000.0,7.5,76.25,1.198206,-0.7633858
2010-12-01T00:00:00Z,1000.0,7.5,76.5,0.83101845,-1.0475655
2010-12-01T00:00:00Z,1000.0,7.5,76.75,0.22310829,-1.6125069
2010-12-01T00:00:00Z,1000.0,7.5,77.0,-0.5093136,-2.5871162
2010-12-01T00:00:00Z,1000.0,7.5,77.25,-0.9546261,-3.6662178
2010-12-01T00:00:00Z,1000.0,7.5,77.5,-0.91116905,-4.524128
2010-12-01T00:00:00Z,1000.0,7.5,77.75,-0.5249386,-5.0495186
2010-12-01T00:00:00Z,1000.0,7.5,78.0,-0.17386436,-4.986042
2010-12-01T00:00:00Z,1000.0,7.75,70.0,-0.31400108,-2.2555733
2010-12-01T00:00:00Z,1000.0,7.75,70.25,-0.19974327,-2.2174873
2010-12-01T00:00:00Z,1000.0,7.75,70.5,-0.100133896,-2.1588936
2010-12-01T00:00:00Z,1000.0,7.75,70.75,0.022424698,-2.1037178
2010-12-01T00:00:00Z,1000.0,7.75,71.0,0.10103798,-2.046589
2010-12-01T00:00:00Z,1000.0,7.75,71.25,0.19478798,-1.9782295
2010-12-01T00:00:00Z,1000.0,7.75,71.5,0.26412392,-1.9430733
2010-12-01T00:00:00Z,1000.0,7.75,71.75,0.3061161,-1.8961983
2010-12-01T00:00:00Z,1000.0,7.75,72.0,0.35006142,-1.8791084
2010-12-01T00:00:00Z,1000.0,7.75,72.25,0.3847294,-1.8410225
2010-12-01T00:00:00Z,1000.0,7.75,72.5,0.456995,-1.8170967
2010-12-01T00:00:00Z,1000.0,7.75,72.75,0.52095985,-1.7946358
2010-12-01T00:00:00Z,1000.0,7.75,73.0,0.6161747,-1.7536201
2010-12-01T00:00:00Z,1000.0,7.75,73.25,0.7079716,-1.7101631
2010-12-01T00:00:00Z,1000.0,7.75,73.5,0.8066044,-1.6349678
2010-12-01T00:00:00Z,1000.0,7.75,73.75,0.90377235,-1.5749092
2010-12-01T00:00:00Z,1000.0,7.75,74.0,0.9911747,-1.4962959
2010-12-01T00:00:00Z,1000.0,7.75,74.25,1.1469364,-1.4049873
2010-12-01T00:00:00Z,1000.0,7.75,74.5,1.2758427,-1.2575264
2010-12-01T00:00:00Z,1000.0,7.75,74.75,1.3803349,-1.1501045
2010-12-01T00:00:00Z,1000.0,7.75,75.0,1.4423466,-1.064167
