time,latitude,longitude,sst
UTC,degrees_north,degrees_east,
2010-01-01T00:00:00Z,9.5,71.75,302.0332
2010-01-01T00:00:00Z,9.5,72.0,302.00488
2010-01-01T00:00:00Z,9.5,72.25,301.97266
2010-01-01T00:00:00Z,9.5,72.5,301.9541
2010-01-01T00:00:00Z,9.5,72.75,301.94336
2010-01-01T00:00:00Z,9.5,73.0,301.9336
2010-01-01T00:00:00Z,9.5,73.25,301.93066
2010-01-01T00:00:00Z,9.5,73.5,301.93652
2010-01-01T00:00:00Z,9.5,73.75,301.95898
2010-01-01T00:00:00Z,9.5,74.0,301.97852
2010-01-01T00:00:00Z,9.5,74.25,302.0205
2010-01-01T00:00:00Z,9.5,74.5,302.03613
2010-01-01T00:00:00Z,9.5,74.75,302.0703
2010-01-01T00:00:00Z,9.5,75.0,302.08594
2010-01-01T00:00:00Z,9.5,75.25,302.05566
2010-01-01T00:00:00Z,9.5,75.5,301.94434
2010-01-01T00:00:00Z,9.5,75.75,301.84082
2010-01-01T00:00:00Z,9.5,76.0,301.7539
2010-01-01T00:00:00Z,9.5,76.25,301.6045
2010-01-01T00:00:00Z,9.5,76.5,NaN
2010-01-01T00:00:00Z,9.5,76.75,NaN
2010-01-01T00:00:00Z,9.5,77.0,NaN
2010-01-01T00:00:00Z,9.5,77.25,NaN
2010-01-01T00:00:00Z,9.5,77.5,NaN
2010-01-01T00:00:00Z,9.5,77.75,NaN
2010-01-01T00:00:00Z,9.5,78.0,NaN
2010-01-01T00:00:00Z,9.75,70.0,302.03613
2010-01-01T00:00:00Z,9.75,70.25,302.04004
2010-01-01T00:00:00Z,9.75,70.5,302.03223
2010-01-01T00:00:00Z,9.75,70.75,302.04102
2010-01-01T00:00:00Z,9.75,71.0,302.0586
2010-01-01T00:00:00Z,9.75,71.25,302.0664
2010-01-01T00:00:00Z,9.75,71.5,302.06152
2010-01-01T00:00:00Z,9.75,71.75,302.042
2010-01-01T00:00:00Z,9.75,72.0,302.0254
2010-01-01T00:00:00Z,9.75,72.25,302.00098
2010-01-01T00:00:00Z,9.75,72.5,301.9922
2010-01-01T00:00:00Z,9.75,72.75,301.98438
2010-01-01T00:00:00Z,9.75,73.0,301.97266
2010-01-01T00:00:00Z,9.75,73.25,301.96582
2010-01-01T00:00:00Z,9.75,73.5,301.96875
2010-01-01T00:00:00Z,9.75,73.75,301.97852
2010-01-01T00:00:00Z,9.75,74.0,301.9922
2010-01-01T00:00:00Z,9.75,74.25,302.02246
2010-01-01T00:00:00Z,9.75,74.5,302.00293
2010-01-01T00:00:00Z,9.75,74.75,302.02148
2010-01-01T00:00:00Z,9.75,75.0,301.98926
2010-01-01T00:00:00Z,9.75,75.25,301.95508
2010-01-01T00:00:00Z,9.75,75.5,301.85352
2010-01-01T00:00:00Z,9.75,75.75,301.75195
2010-01-01T00:00:00Z,9.75,76.0,301.7461
2010-01-01T00:00:00Z,9.75,76.25,301.5166
2010-01-01T00:00:00Z,9.75,76.5,NaN
2010-01-01T00:00:00Z,9.75,76.75,NaN
2010-01-01T00:00:00Z,9.75,77.0,NaN
2010-01-01T00:00:00Z,9.75,77.25,NaN
2010-01-01T00:00:00Z,9.75,77.5,NaN
2010-01-01T00:00:00Z,9.75,77.75,NaN
2010-01-01T00:00:00Z,9.75,78.0,NaN
2010-01-01T00:00:00Z,10.0,70.0,302.02148
2010-01-01T00:00:00Z,10.0,70.25,302.0205
2010-01-01T00:00:00Z,10.0,70.5,302.01465
2010-01-01T00:00:00Z,10.0,70.75,302.02246
2010-01-01T00:00:00Z,10.0,71.0,302.03613
2010-01-01T00:00:00Z,10.0,71.25,302.05176
2010-01-01T00:00:00Z,10.0,71.5,302.06445
2010-01-01T00:00:00Z,10.0,71.75,302.0498
2010-01-01T00:00:00Z,10.0,72.0,302.02246
2010-01-01T00:00:00Z,10.0,72.25,302.02246
2010-01-01T00:00:00Z,10.0,72.5,302.03223
2010-01-01T00:00:00Z,10.0,72.75,302.0244
2010-01-01T00:00:00Z,10.0,73.0,302.02734
2010-01-01T00:00:00Z,10.0,73.25,302.0205
2010-01-01T00:00:00Z,10.0,73.5,302.00293
2010-01-01T00:00:00Z,10.0,73.75,302.00684
2010-01-01T00:00:00Z,10.0,74.0,301.9961
2010-01-01T00:00:00Z,10.0,74.25,301.9912
2010-01-01T00:00:00Z,10.0,74.5,301.94824
2010-01-01T00:00:00Z,10.0,74.75,301.9248
2010-01-01T00:00:00Z,10.0,75.0,301.89062
2010-01-01T00:00:00Z,10.0,75.25,301.87012
2010-01-01T00:00:00Z,10.0,75.5,301.79395
2010-01-01T00:00:00Z,10.0,75.75,301.73438
2010-01-01T00:00:00Z,10.0,76.0,301.7207
2010-01-01T00:00:00Z,10.0,76.25,301.49707
2010-01-01T00:00:00Z,10.0,76.5,NaN
2010-01-01T00:00:00Z,10.0,76.75,NaN
2010-01-01T00:00:00Z,10.0,77.0,NaN
2010-01-01T00:00:00Z,10.0,77.25,NaN
2010-01-01T00:00:00Z,10.0,77.5,NaN
2010-01-01T00:00:00Z,10.0,77.75,NaN
2010-01-01T00:00:00Z,10.0,78.0,NaN
2010-01-01T00:00:00Z,10.25,70.0,302.0166
2010-01-01T00:00:00Z,10.25,70.25,302.01367
2010-01-01T00:00:00Z,10.25,70.5,301.99902
2010-01-01T00:00:00Z,10.25,70.75,302.00684
2010-01-01T00:00:00Z,10.25,71.0,302.03125
2010-01-01T00:00:00Z,10.25,71.25,302.0547
2010-01-01T00:00:00Z,10.25,71.5,302.0625
2010-01-01T00:00:00Z,10.25,71.75,302.04492
2010-01-01T00:00:00Z,10.25,72.0,302.05762
2010-01-01T00:00:00Z,10.25,72.25,302.06348
2010-01-01T00:00:00Z,10.25,72.5,302.0752
2010-01-01T00:00:00Z,10.25,72.75,302.07812
2010-01-01T00:00:00Z,10.25,73.0,302.07324
2010-01-01T00:00:00Z,10.25,73.25,302.05078
2010-01-01T00:00:00Z,10.25,73.5,302.02344
2010-01-01T00:00:00Z,10.25,73.75,302.00586
2010-01-01T00:00:00Z,10.25,74.0,301.95898
2010-01-01T00:00:00Z,10.25,74.25,301.9287
2010-01-01T00:00:00Z,10.25,74.5,301.87695
2010-01-01T00:00:00Z,10.25,74.75,301.85254
2010-01-01T00:00:00Z,10.25,75.0,301.833
2010-01-01T00:00:00Z,10.25,75.25,301.79883
2010-01-01T00:00:00Z,10.25,75.5,301.70605
2010-01-01T00:00:00Z,10.25,75.75,301.6582
2010-01-01T00:00:00Z,10.25,76.0,301.73535
2010-01-01T00:00:00Z,10.25,76.25,NaN
2010-01-01T00:00:00Z,10.25,76.5,NaN
2010-01-01T00:00:00Z,10.25,76.75,NaN
2010-01-01T00:00:00Z,10.25,77.0,NaN
2010-01-01T00:00:00Z,10.25,77.25,NaN
2010-01-01T00:00:00Z,10.25,77.5,NaN
2010-01-01T00:00:00Z,10.25,77.75,NaN
2010-01-01T00:00:00Z,10.25,78.0,NaN
2010-01-01T00:00:00Z,10.5,70.0,301.96484
2010-01-01T00:00:00Z,10.5,70.25,301.98828
2010-01-01T00:00:00Z,10.5,70.5,301.99414
2010-01-01T00:00:00Z,10.5,70.75,302.00684
2010-01-01T00:00:00Z,10.5,71.0,302.0293
2010-01-01T00:00:00Z,10.5,71.25,302.0498
2010-01-01T00:00:00Z,10.5,71.5,302.0703
2010-01-01T00:00:00Z,10.5,71.75,302.0664
2010-01-01T00:00:00Z,10.5,72.0,302.0869
2010-01-01T00:00:00Z,10.5,72.25,302.0879
2010-01-01T00:00:00Z,10.5,72.5,302.12012
2010-01-01T00:00:00Z,10.5,72.75,302.1328
2010-01-01T00:00:00Z,10.5,73.0,302.12695
2010-01-01T00:00:00Z,10.5,73.25,302.1045
2010-01-01T00:00:00Z,10.5,73.5,302.0713
2010-01-01T00:00:00Z,10.5,73.75,302.02832
2010-01-01T00:00:00Z,10.5,74.0,301.97852
2010-01-01T00:00:00Z,10.5,74.25,301.917
2010-01-01T00:00:00Z,10.5,74.5,301.82715
2010-01-01T00:00:00Z,10.5,74.75,301.82812
2010-01-01T00:00:00Z,10.5,75.0,301.7881
2010-01-01T00:00:00Z,10.5,75.25,301.76172
2010-01-01T00:00:00Z,10.5,75.5,301.74512
2010-01-01T00:00:00Z,10.5,75.75,301.71777
2010-01-01T00:00:00Z,10.5,76.0,301.68457
2010-01-01T00:00:00Z,10.5,76.25,NaN
2010-01-01T00:00:00Z,10.5,76.5,NaN
2010-01-01T00:00:00Z,10.5,76.75,NaN
2010-01-01T00:00:00Z,10.5,77.0,NaN
2010-01-01T00:00:00Z,10.5,77.25,NaN
2010-01-01T00:00:00Z,10.5,77.5,NaN
2010-01-01T00:00:00Z,10.5,77.75,NaN
2010-01-01T00:00:00Z,10.5,78.0,NaN
2010-01-01T00:00:00Z,10.75,70.0,301.92285
2010-01-01T00:00:00Z,10.75,70.25,301.95312
2010-01-01T00:00:00Z,10.75,70.5,301.9629
