time,latitude,longitude,uwnd,vwnd,wspd,upstr,vpstr,nobs
UTC,degrees_north,degrees_east,m/s,m/s,m/s,m2/s2,m2/s2,count
2010-01-01T00:00:00Z,8.375,71.625,-2.232497,-2.6948667,4.013689,-9.735702,-13.275956,87.0
2010-01-01T00:00:00Z,8.375,71.875,-2.081426,-2.5422695,3.9621873,-8.972715,-12.421412,86.0
2010-01-01T00:00:00Z,8.375,72.125,-1.9822376,-2.3240554,3.8351502,-8.392846,-11.1090765,88.0
2010-01-01T00:00:00Z,8.375,72.375,-1.8403223,-2.2447047,3.6909459,-7.6603794,-10.407129,88.0
2010-01-01T00:00:00Z,8.375,72.625,-1.9166209,-2.1485686,3.598243,-7.8740153,-9.674663,77.0
2010-01-01T00:00:00Z,8.375,72.875,-1.4557773,-2.946652,3.433438,-5.401941,-10.803882,3.0
2010-01-01T00:00:00Z,8.375,73.125,-2.5102239,-2.62162,3.6394444,-12.268815,-13.489593,2.0
2010-01-01T00:00:00Z,8.375,73.375,-1.7274003,-1.7701275,3.4048262,-6.5616794,-6.6227183,33.0
2010-01-01T00:00:00Z,8.375,73.625,-1.5107123,-1.638894,3.1667745,-5.829213,-5.98181,88.0
2010-01-01T00:00:00Z,8.375,73.875,-1.4176279,-1.5488616,3.115273,-5.46298,-5.340902,89.0
2010-01-01T00:00:00Z,8.375,74.125,-1.4328877,-1.3352255,3.0866609,-5.5850577,-4.089605,91.0
2010-01-01T00:00:00Z,8.375,74.375,-1.3382775,-1.1185374,2.8817992,-4.9746685,-2.9298663,87.0
2010-01-01T00:00:00Z,8.375,74.625,-1.3245437,-0.8774339,2.7993968,-5.0357075,-1.8922052,88.0
2010-01-01T00:00:00Z,8.375,74.875,-1.3550631,-0.6836355,2.8039746,-5.3714213,-1.2207776,91.0
2010-01-01T00:00:00Z,8.375,75.125,-1.3703228,-0.66227186,2.8085525,-5.4934993,-1.312336,90.0
