time,latitude,longitude,pmsl,u_mean,v_mean,uv_mag_mean,taux_mean,tauy_mean,curl,ektrx,ektry
UTC,degrees_north,degrees_east,Mb,m s-1,m s-1,m s-1,N m-2,N m-2,MPa m-1,kg m-1 s-1,kg m-1 s-1
2009-12-17T12:00:00Z,7.5,70.5,1010.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,71.5,1010.37256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,72.5,1010.40643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,73.5,1010.4771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,74.5,1010.58093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,75.5,1010.69336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,76.5,1010.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,77.5,1010.80273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,7.5,78.5,1010.75696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,70.5,1010.4902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,71.5,1010.4958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,72.5,1010.5455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,73.5,1010.65576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,74.5,1010.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,75.5,1011.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,76.5,1011.1972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,77.5,1011.2933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,8.5,78.5,1011.2844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,70.5,1010.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,71.5,1010.6406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,72.5,1010.6985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,73.5,1010.83685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,74.5,1011.06323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,75.5,1011.3441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,76.5,1011.6122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,77.5,1011.79456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,9.5,78.5,1011.84296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-12-17T12:00:00Z,10.5,70.5,1010.8274,-3.6797922,-1.7278467,4.59417,-0.026917296,-0.012420388,0.19600172,-468.60397,1015.5522
