time,LEV,latitude,longitude,u,v
UTC,millibar,degrees_north,degrees_east,,
2010-01-01T00:00:00Z,1000.0,8.5,77.0,0.21813297,0.17772865
2010-01-01T00:00:00Z,1000.0,8.5,77.25,-0.64856625,-0.54883385
2010-01-01T00:00:00Z,1000.0,8.5,77.5,-1.0743475,-1.281744
2010-01-01T00:00:00Z,1000.0,8.5,77.75,-1.379035,-3.6084042
2010-01-01T00:00:00Z,1000.0,8.5,78.0,-3.58216,-6.066412
2010-01-01T00:00:00Z,1000.0,8.75,70.0,-2.4195623,-3.3930721
2010-01-01T00:00:00Z,1000.0,8.75,70.25,-2.319953,-3.3066463
2010-01-01T00:00:00Z,1000.0,8.75,70.5,-2.2301092,-3.1748104
2010-01-01T00:00:00Z,1000.0,8.75,70.75,-2.1495428,-3.037115
2010-01-01T00:00:00Z,1000.0,8.75,71.0,-2.042121,-2.937994
2010-01-01T00:00:00Z,1000.0,8.75,71.25,-1.9664373,-2.8188534
2010-01-01T00:00:00Z,1000.0,8.75,71.5,-1.866828,-2.734869
2010-01-01T00:00:00Z,1000.0,8.75,71.75,-1.7525702,-2.6001034
2010-01-01T00:00:00Z,1000.0,8.75,72.0,-1.6558905,-2.5029354
2010-01-01T00:00:00Z,1000.0,8.75,72.25,-1.5025702,-2.380865
2010-01-01T00:00:00Z,1000.0,8.75,72.5,-1.4239569,-2.2563534
2010-01-01T00:00:00Z,1000.0,8.75,72.75,-1.2935858,-2.0791073
2010-01-01T00:00:00Z,1000.0,8.75,73.0,-1.1788397,-1.9272518
2010-01-01T00:00:00Z,1000.0,8.75,73.25,-1.0723944,-1.8452206
2010-01-01T00:00:00Z,1000.0,8.75,73.5,-0.92737484,-1.6801815
2010-01-01T00:00:00Z,1000.0,8.75,73.75,-0.8575506,-1.5244198
2010-01-01T00:00:00Z,1000.0,8.75,74.0,-0.6964178,-1.2700253
2010-01-01T00:00:00Z,1000.0,8.75,74.25,-0.59876156,-1.1347713
2010-01-01T00:00:00Z,1000.0,8.75,74.5,-0.4283514,-0.9672909
2010-01-01T00:00:00Z,1000.0,8.75,74.75,-0.2926092,-0.7500057
2010-01-01T00:00:00Z,1000.0,8.75,75.0,-0.24036312,-0.5659237
2010-01-01T00:00:00Z,1000.0,8.75,75.25,-0.18323421,-0.3237362
2010-01-01T00:00:00Z,1000.0,8.75,75.5,-0.2486639,-0.18652916
2010-01-01T00:00:00Z,1000.0,8.75,75.75,-0.12610531,0.03954506
2010-01-01T00:00:00Z,1000.0,8.75,76.0,-0.11096859,0.001947403
2010-01-01T00:00:00Z,1000.0,8.75,76.25,0.051140785,-0.047857285
2010-01-01T00:00:00Z,1000.0,8.75,76.5,0.07262516,-0.044439316
2010-01-01T00:00:00Z,1000.0,8.75,76.75,-0.27112484,-0.012212753
2010-01-01T00:00:00Z,1000.0,8.75,77.0,-0.5616522,4.825592E-4
2010-01-01T00:00:00Z,1000.0,8.75,77.25,-1.281867,-0.5009823
2010-01-01T00:00:00Z,1000.0,8.75,77.5,-0.9473944,-1.0244198
2010-01-01T00:00:00Z,1000.0,8.75,77.75,-0.7486639,-2.6543026
2010-01-01T00:00:00Z,1000.0,8.75,78.0,-2.8194647,-4.603033
2010-01-01T00:00:00Z,1000.0,9.0,70.0,-2.36341,-3.5034237
2010-01-01T00:00:00Z,1000.0,9.0,70.25,-2.254035,-3.3974667
2010-01-01T00:00:00Z,1000.0,9.0,70.5,-2.1695623,-3.2744198
2010-01-01T00:00:00Z,1000.0,9.0,70.75,-2.0831366,-3.135748
2010-01-01T00:00:00Z,1000.0,9.0,71.0,-1.98841,-3.0346737
2010-01-01T00:00:00Z,1000.0,9.0,71.25,-1.9171209,-2.9047909
2010-01-01T00:00:00Z,1000.0,9.0,71.5,-1.816535,-2.8222713
2010-01-01T00:00:00Z,1000.0,9.0,71.75,-1.7008123,-2.6943417
2010-01-01T00:00:00Z,1000.0,9.0,72.0,-1.5763006,-2.5835018
2010-01-01T00:00:00Z,1000.0,9.0,72.25,-1.4473944,-2.4668026
2010-01-01T00:00:00Z,1000.0,9.0,72.5,-1.3507147,-2.312994
2010-01-01T00:00:00Z,1000.0,9.0,72.75,-1.2179022,-2.162115
2010-01-01T00:00:00Z,1000.0,9.0,73.0,-1.1143866,-2.0239315
2010-01-01T00:00:00Z,1000.0,9.0,73.25,-0.9957342,-1.925787
2010-01-01T00:00:00Z,1000.0,9.0,73.5,-0.8975897,-1.7700253
2010-01-01T00:00:00Z,1000.0,9.0,73.75,-0.8106756,-1.5825253
2010-01-01T00:00:00Z,1000.0,9.0,74.0,-0.6544256,-1.3735409
2010-01-01T00:00:00Z,1000.0,9.0,74.25,-0.5172186,-1.2675838
2010-01-01T00:00:00Z,1000.0,9.0,74.5,-0.3219061,-1.1113338
2010-01-01T00:00:00Z,1000.0,9.0,74.75,-0.2096014,-0.8808651
2010-01-01T00:00:00Z,1000.0,9.0,75.0,-0.11633968,-0.6313534
2010-01-01T00:00:00Z,1000.0,9.0,75.25,-0.062140465,-0.36182213
2010-01-01T00:00:00Z,1000.0,9.0,75.5,0.017449379,-0.2270565
2010-01-01T00:00:00Z,1000.0,9.0,75.75,0.18785954,-0.0034236908
2010-01-01T00:00:00Z,1000.0,9.0,76.0,0.24694157,0.088861465
2010-01-01T00:00:00Z,1000.0,9.0,76.25,0.40612125,0.13866615
2010-01-01T00:00:00Z,1000.0,9.0,76.5,0.06041813,0.13280678
2010-01-01T00:00:00Z,1000.0,9.0,76.75,-0.4469061,-0.011236191
2010-01-01T00:00:00Z,1000.0,9.0,77.0,-0.8770819,0.05224037
2010-01-01T00:00:00Z,1000.0,9.0,77.25,-1.6104803,-0.1489315
2010-01-01T00:00:00Z,1000.0,9.0,77.5,-1.3018866,-1.0087948
2010-01-01T00:00:00Z,1000.0,9.0,77.75,-1.1778631,-2.437994
2010-01-01T00:00:00Z,1000.0,9.0,78.0,-2.4185858,-3.495123
2010-01-01T00:00:00Z,1000.0,9.25,70.0,-2.3175116,-3.6264706
2010-01-01T00:00:00Z,1000.0,9.25,70.25,-2.2154608,-3.5122128
2010-01-01T00:00:00Z,1000.0,9.25,70.5,-2.132453,-3.3916073
2010-01-01T00:00:00Z,1000.0,9.25,70.75,-2.0411444,-3.250494
2010-01-01T00:00:00Z,1000.0,9.25,71.0,-1.9586248,-3.1401424
2010-01-01T00:00:00Z,1000.0,9.25,71.25,-1.8746405,-3.0053768
2010-01-01T00:00:00Z,1000.0,9.25,71.5,-1.7769842,-2.9072323
2010-01-01T00:00:00Z,1000.0,9.25,71.75,-1.6510077,-2.7836971
2010-01-01T00:00:00Z,1000.0,9.25,72.0,-1.507453,-2.666998
2010-01-01T00:00:00Z,1000.0,9.25,72.25,-1.4058905,-2.5366268
2010-01-01T00:00:00Z,1000.0,9.25,72.5,-1.2896795,-2.3691463
2010-01-01T00:00:00Z,1000.0,9.25,72.75,-1.1715155,-2.2373104
2010-01-01T00:00:00Z,1000.0,9.25,73.0,-1.0577459,-2.0849667
2010-01-01T00:00:00Z,1000.0,9.25,73.25,-0.9356756,-1.9668026
2010-01-01T00:00:00Z,1000.0,9.25,73.5,-0.88831234,-1.8271542
2010-01-01T00:00:00Z,1000.0,9.25,73.75,-0.766242,-1.6562557
2010-01-01T00:00:00Z,1000.0,9.25,74.0,-0.6285467,-1.5117245
2010-01-01T00:00:00Z,1000.0,9.25,74.25,-0.47620296,-1.3935604
2010-01-01T00:00:00Z,1000.0,9.25,74.5,-0.32288265,-1.2343807
2010-01-01T00:00:00Z,1000.0,9.25,74.75,-0.26868343,-0.9873104
2010-01-01T00:00:00Z,1000.0,9.25,75.0,-0.10999203,-0.7119198
2010-01-01T00:00:00Z,1000.0,9.25,75.25,0.005730629,-0.48340416
2010-01-01T00:00:00Z,1000.0,9.25,75.5,0.24694157,-0.33350182
2010-01-01T00:00:00Z,1000.0,9.25,75.75,0.43248844,-0.10596275
2010-01-01T00:00:00Z,1000.0,9.25,76.0,0.6185236,0.14354897
2010-01-01T00:00:00Z,1000.0,9.25,76.25,0.83336735,0.32421303
2010-01-01T00:00:00Z,1000.0,9.25,76.5,0.26256657,0.3017521
2010-01-01T00:00:00Z,1000.0,9.25,76.75,-0.10315609,0.05224037
2010-01-01T00:00:00Z,1000.0,9.25,77.0,-0.65393734,-0.07422447
2010-01-01T00:00:00Z,1000.0,9.25,77.25,-1.5811834,-0.16113853
2010-01-01T00:00:00Z,1000.0,9.25,77.5,-1.4283514,-0.99707603
2010-01-01T00:00:00Z,1000.0,9.25,77.75,-1.6827459,-2.403326
2010-01-01T00:00:00Z,1000.0,9.25,78.0,-2.417121,-3.0581112
2010-01-01T00:00:00Z,1000.0,9.5,70.0,-2.2774725,-3.747076
2010-01-01T00:00:00Z,1000.0,9.5,70.25,-2.182746,-3.6269588
