"Year","Month","precip.gpcp.kerala","precip.gpcp.karnataka","PrecipTRMM1","PrecipTRMM2","PrecipTRMM3","PrecipTRMM4","PrecipTRMM5","PrecipTRMM6","PrecipTRMM7","PrecipTRMM8","PrecipTRMM9","PrecipTRMM10","PrecipTRMM11","PrecipTRMM12","PrecipTRMM13","PrecipTRMM14","Precip.Kerala"
1992,10,2.33491945266724,1.42229580879211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.7
1992,11,4.97512435913086,0.945512413978577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.6
1992,12,2.73096966743469,0.354679763317108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
1993,1,0.34139558672905,0.042425874620676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1993,2,0.152217671275139,0.0338909924030304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8
1993,3,0.528524279594421,0.148258522152901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1
1993,4,0.856402099132538,0.259751707315445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5
1993,5,5.08548259735107,0.965934693813324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
1993,6,11.1145858764648,10.536810874939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.1
1993,7,7.49383163452148,4.19684886932373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776.1
1993,8,5.08771753311157,1.64420652389526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.9
1993,9,4.02626037597656,1.63397979736328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
1993,10,4.45492076873779,5.48489093780518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.2
1993,11,7.29692220687866,4.27950286865234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.8
1993,12,2.16056203842163,0.606331944465637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2
1994,1,0.841042757034302,0.626535773277283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3
1994,2,0.485635221004486,0.0131196109578013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1
1994,3,0.714484572410583,0.111473947763443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1
1994,4,1.69845223426819,0.611372709274292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.5
1994,5,6.32403564453125,2.39357852935791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.3
1994,6,10.5515441894531,10.2737693786621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845
1994,7,6.89759826660156,1.93356823921204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.5
1994,8,5.96378707885742,3.17953872680664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.9
1994,9,2.33509850502014,0.96935373544693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.6
1994,10,8.20532417297363,1.65661954879761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.4
1994,11,5.5385799407959,2.28897094726562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.6
1994,12,0.446365386247635,0.0296743214130402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
1995,1,0.89012199640274,0.6935133934021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3
1995,2,0.454448491334915,0.0242156982421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
1995,3,0.442343533039093,0.04379678145051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3
1995,4,1.21577715873718,0.283956468105316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.9
1995,5,2.71015763282776,0.700713276863098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.6
1995,6,5.63042163848877,10.8114366531372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.4
1995,7,7.74865007400513,9.32403182983398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.5
1995,8,8.63498401641846,6.49996614456177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.3
1995,9,1.27921056747437,1.49452137947083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280
1995,10,2.47427296638489,2.25539755821228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.3
1995,11,4.33159446716309,0.551945686340332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.6
1995,12,0.384249269962311,0.0465855076909065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
1996,1,0.990779638290405,0.215212881565094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
1996,2,0.409686625003815,0.0282494220882654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1
1996,3,0.373987048864365,0.0388853400945663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4
1996,4,1.66254949569702,0.384600549936295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.3
1996,5,2.65288400650024,0.779338955879211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3
1996,6,10.3699560165405,11.0215797424316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.4
1996,7,4.96011781692505,7.58416557312012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696
1996,8,6.61253023147583,2.87398958206177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.4
1996,9,3.99347591400146,1.88028645515442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.7
1996,10,3.93609285354614,3.23963522911072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.1
1996,11,1.91350781917572,0.391539394855499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9
1996,12,4.35350561141968,7.22804975509644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5
1997,1,0.180953741073608,0.0509850233793259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
1997,2,0.103702776134014,0.00974166486412287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
1997,3,0.453063696622849,0.0264334157109261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1
1997,4,0.918177604675293,0.209838479757309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6
1997,5,3.03003239631653,0.126498118042946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.6
1997,6,5.640212059021,6.7088680267334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.2
1997,7,10.9460544586182,6.49687480926514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.5
1997,8,5.31061172485352,2.14992666244507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536
1997,9,4.05004119873047,0.871880054473877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.2
1997,10,4.78413581848145,1.05141568183899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.9
1997,11,5.7555365562439,2.03913855552673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.4
1997,12,3.61281633377075,2.51891899108887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4
1998,1,0.764862656593323,0.0892100557684898,0.00096,0.00202,0.00416,0.04255,0.00177,0.00472,0.00583,0.01106,0.05888,0.03558,0.02341,0.04569,0.02662,0.00456,6
1998,2,0.078505851328373,0.0379781648516655,0.00159,0.0068,0.00534,0.00926,0.00611,0.00037,0.00191,0.00472,0.00439,0.01201,0.00025,0.00639,0.00055,0.00061,2.1
1998,3,0.228323772549629,0.0649177730083466,0.00256,0.01315,0.01623,0.03699,0.02481,0.00064,0.00422,0.01539,0.01387,0.0202,0.0082,0.01943,0.01617,0.00078,8.1
1998,4,0.961026310920715,0.0408322587609291,0.03585,0.05297,0.06726,0.16725,0.13224,0.00636,0.00869,0.07585,0.15285,0.07991,0.10322,0.07856,0.08635,0.01368,61.1
1998,5,4.35822772979736,1.43069434165955,0.17194,0.29682,0.30258,0.28424,0.34641,0.23923,0.27685,0.25968,0.26549,0.33885,0.28269,0.31187,0.27563,0.11258,151.6
1998,6,9.37233924865723,11.9316291809082,1.6725,1.41584,1.2519,0.8855,0.39344,1.20416,1.11751,1.09999,0.86187,0.50605,0.74572,0.47447,0.44674,0.88474,732.5
1998,7,7.47706508636475,9.16599559783936,1.43764,1.2451,0.90693,0.55567,0.28469,0.82834,0.5803,0.61496,0.3761,0.38634,0.35556,0.39686,0.38836,0.99371,641.4
1998,8,6.1860818862915,6.41689443588257,0.59402,0.50908,0.41851,0.50127,0.27169,0.43602,0.41077,0.3947,0.40431,0.28242,0.29821,0.21459,0.23203,0.59732,371.8
1998,9,6.66083002090454,8.34890365600586,0.93056,0.70633,0.6848,0.67142,0.50143,0.64006,0.60636,0.61337,0.4775,0.44134,0.35572,0.33419,0.29784,0.60123,517.6
1998,10,8.79227542877197,4.75877475738525,0.48028,0.64175,0.56667,0.56448,0.58673,0.41771,0.53033,0.45627,0.32373,0.39482,0.28202,0.22291,0.20352,0.34772,444.8
1998,11,4.28297233581543,1.97067725658417,0.11011,0.17388,0.16882,0.21976,0.33866,0.13252,0.2129,0.30431,0.33428,0.31521,0.34398,0.26367,0.1768,0.09294,135
1998,12,5.01843929290771,6.74911499023438,0.06004,0.08161,0.09506,0.19931,0.32184,0.08069,0.12397,0.1367,0.25044,0.23504,0.32421,0.24284,0.40771,0.01292,79.4
1999,1,0.352422147989273,0.0194498635828495,0.00176,0.00186,0.00166,0.01513,0.0143,0.01732,0.00064,0.00492,0.01883,0.02568,0.01768,0.02531,0.01983,0.00229,1.8
1999,2,0.343691021203995,0.0493563562631607,0.00297,0.00544,0.0091,0.04705,0.12819,0.00068,0.00919,0.01262,0.02018,0.05048,0.01098,0.04124,0.03463,0.00231,23.8
1999,3,0.363562971353531,0.00897778663784266,0.00257,0.02236,0.03695,0.04932,0.04322,0.00051,0.0028,0.01407,0.037711693,0.04404,0.00935,0.04383,0.00734,0.00045,21.4
1999,4,0.863630712032318,0.00621059676632285,0.03979,0.11602,0.13909,0.32199,0.26115,0.00717,0.05114,0.08414,0.17328645,0.25053,0.07176,0.09645,0.05066,0.02,111.6
1999,5,9.58530330657959,7.9175386428833,0.73397,0.65172,0.63575,0.66095,0.56315,0.78041,0.55757,0.54126,0.396265122,0.47504,0.44422,0.46195,0.47851,0.37308,453.2
1999,6,4.77598857879639,3.74410223960876,1.18151,0.88343,0.8369,0.67203,0.55899,0.75925,0.49842,0.5753,0.438286416,0.4402,0.37727,0.30707,0.34125,0.91152,607.3
1999,7,10.0632219314575,13.0275192260742,1.87436,1.2911,0.91001,0.66762,0.33545,1.28066,1.03972,0.8568,0.654319586,0.36115,0.60929,0.40965,0.48455,1.40704,700.4
1999,8,3.36248278617859,0.2173952460289,0.68297,0.44436,0.28864,0.29758,0.13609,0.31101,0.22588,0.22123,0.251776701,0.19153,0.20704,0.19749,0.17339,0.33542,266.3
1999,9,2.0868353843689,0.908861756324768,0.26528,0.12668,0.08137,0.16738,0.09141,0.16027,0.14361,0.11708,0.166804684,0.15526,0.14121,0.15649,0.12925,0.20332,88
1999,10,9.20065021514893,6.11323118209839,0.58695,0.62288,0.64323,0.84873,0.79102,0.39702,0.40546,0.43637,0.499186009,0.56866,0.41119,0.39874,0.35972,0.34417,567.9
1999,11,2.77436137199402,1.53800368309021,0.06836,0.11672,0.12635,0.19972,0.17857,0.05922,0.09761,0.09712,0.1498776,0.12266,0.11944,0.10333,0.10225,0.00833,68.1
1999,12,1.63456523418427,0.0252020079642534,0.00987,0.00458,0.00757,0.0228,0.01699,0.00604,0.0224,0.01968,0.035236895,0.03805,0.05679,0.051,0.10255,0.00085,4.9
2000,1,2.53483438491821,0.0750157758593559,0.0159,0.01255,0.01185,0.03027,0.0187,0.02901,0.03383,0.0227,0.035105847,0.02575,0.04158,0.05213,0.15069,0.00494,11.7
2000,2,1.48258137702942,0.031640887260437,0.00251,0.01187,0.04475,0.15725,0.22917,0.00073,0.01858,0.01668,0.053593751,0.10722,0.03324,0.05261,0.0667,0.00202,57.8
2000,3,0.33532589673996,0.0167261492460966,0.00238,0.00353,0.01161,0.07241,0.0413,0.00306,0.00876,0.0051,0.01585211,0.06603,0.00234,0.05219,0.02353,0.00102,21.5
2000,4,2.77897500991821,0.152462035417557,0.08862,0.13233,0.12707,0.17894,0.21034,0.0712,0.0956,0.11142,0.121908853,0.19228,0.06998,0.20192,0.18733,0.04873,96.3
2000,5,6.86714220046997,4.47265625,0.35013,0.2666,0.20364,0.2115,0.07342,0.28214,0.22589,0.23866,0.252961184,0.18671,0.23089,0.25452,0.26732,0.26309,124.5
2000,6,7.76177501678467,8.25240325927734,1.44702,1.16698,0.87399,0.77577,0.47825,1.12824,1.00832,0.87293,0.665270842,0.52774,0.55587,0.4456,0.44283,1.01865,633.8
2000,7,2.5900297164917,4.17883157730103,1.07761,0.76993,0.50425,0.40945,0.15283,0.68152,0.48077,0.46244,0.311960688,0.22811,0.20049,0.24099,0.18232,1.04955,343.2
2000,8,6.17440271377563,4.84576892852783,0.84059,0.84543,0.61524,0.71138,0.55368,0.6437,0.55121,0.66771,0.461345761,0.46502,0.46953,0.43164,0.31372,0.78136,566.5
2000,9,5.01366233825684,2.50551509857178,0.22786,0.25278,0.2033,0.39235,0.31149,0.30425,0.35489,0.26591,0.414328105,0.30945,0.31833,0.2699,0.24421,0.26624,195.8
2000,10,4.05433988571167,4.27129554748535,0.28921,0.36386,0.32394,0.29132,0.19552,0.21071,0.19752,0.30183,0.295244439,0.24491,0.27558,0.19534,0.1934,0.22205,214.2
2000,11,2.60670280456543,0.549152314662933,0.03526,0.20187,0.21619,0.22366,0.2048,0.06436,0.25369,0.24972,0.214742184,0.19075,0.19126,0.18642,0.13215,0.01153,78.1
2000,12,0.545012176036835,0.386727899312973,0.03408,0.09641,0.08205,0.06623,0.12816,0.02945,0.07838,0.06048,0.055206651,0.04825,0.03532,0.01547,0.01081,0.00307,69.1
2001,1,1.33843863010406,0.0808506533503532,0.00371,0.01449,0.02219,0.03139,0.0406,0.00285,0.00517,0.02079,0.05125,0.06068,0.05998,0.10055,0.11107,0.00443,20
2001,2,1.38958513736725,0.0969181805849075,0.00317,0.01943,0.07423,0.12062,0.04755,0.00045,0.0182,0.21989,0.11507,0.049,0.07795,0.09566,0.0554,0.00049,29.2
2001,3,0.00650631450116634,0.0291030295193195,0.00156,0.00146,0.00486,0.01158,0.01659,0.00043,0.00093,0.00765,0.0122,0.015,0.00427,0.0028,0.00393,0.00096,6.9
2001,4,6.23945474624634,0.160888105630875,0.15465,0.27373,0.38778,0.41581,0.33149,0.10536,0.14657,0.18744,0.28093,0.34543,0.19921,0.29128,0.28761,0.09494,229.8
2001,5,8.54670906066895,5.87454891204834,0.36883,0.49505,0.46721,0.47894,0.23597,0.33656,0.45216,0.50973,0.5532,0.38796,0.4848,0.40786,0.41309,0.16472,246.7
2001,6,9.75711917877197,4.52349758148193,1.18133,0.923,0.89053,0.8271,0.26961,0.88993,0.91509,0.99635,0.86626,0.57203,0.68091,0.56793,0.51333,0.55316,709.2
2001,7,8.38328647613525,4.22387075424194,1.00392,0.78298,0.62518,0.56057,0.33105,1.14745,0.97416,0.70432,0.73213,0.54828,0.59378,0.64119,0.49043,0.72807,587.4
2001,8,4.1035532951355,2.43096399307251,0.54086,0.43553,0.30984,0.21701,0.19825,0.3707,0.30297,0.26065,0.25741,0.21486,0.24314,0.23238,0.21355,0.42045,347.9
2001,9,6.36441421508789,3.1928083896637,0.2926,0.23559,0.24234,0.34839,0.3987,0.32795,0.34435,0.30791,0.24716,0.35141,0.25555,0.28662,0.31585,0.22779,224.8
2001,10,2.86751389503479,1.15084767341614,0.31494,0.30141,0.35511,0.36917,0.2655,0.20394,0.21973,0.25788,0.32421,0.37735,0.2425,0.28767,0.18621,0.15293,319.9
2001,11,2.1614818572998,0.214265838265419,0.14599,0.17252,0.24943,0.26389,0.19688,0.10699,0.15126,0.21519,0.21403,0.11069,0.14536,0.12716,0.15667,0.04721,178
2001,12,0.488463938236237,0.110165804624557,0.01498,0.00425,0.00347,0.03163,0.06054,0.02028,0.01153,0.00817,0.02292,0.04633,0.01574,0.03034,0.04322,0.0039,10.8
2002,1,0.243876188993454,0.00484539056196809,0.00203,0.00522,0.00481,0.01002,0.01213,0.00249,0.001,0.00414412,0.00284,0.0105,0.00951,0.00488,0.01558,0.00325,6.6
2002,2,1.56775295734406,0.135609745979309,0.00594,0.00539,0.01344,0.05841,0.03336,0.00684,0.00988,0.02002,0.06124,0.05809,0.09657,0.04397,0.03548,0.01413,9.8
2002,3,0.567552506923676,0.0104490788653493,0.00348,0.011,0.02196,0.05189,0.05764,0.00079,0.00196,0.0295,0.06399,0.02523,0.04706,0.02966,0.02434,0.00065,34.5
2002,4,1.80847477912903,0.0251008216291666,0.04563,0.0918,0.11353,0.16015,0.15231,0.03766,0.05165,0.10427,0.10468,0.15395,0.05399,0.11455,0.0765,0.02651,116.9
2002,5,7.23056983947754,5.40919780731201,0.42736,0.51953,0.59956,0.57884,0.30545,0.37066,0.47969,0.60942,0.66461,0.15395,0.54364,0.70544,0.54104,0.22269,340.7
2002,6,8.03288650512695,15.1181907653809,0.87771,0.75223,0.69342,0.50724,0.16768,0.85354,0.73594,0.68792,0.52396,0.37205,0.47465,0.43395,0.45623,0.70524,491
2002,7,3.05325174331665,0.265894025564194,0.51311,0.48366,0.478,0.34527,0.10462,0.34652,0.3885,0.40237,0.36349,0.22752,0.21225,0.20316,0.137,0.38155,318.9
2002,8,5.15415477752686,2.06971120834351,0.53207,0.57044,0.58625,0.43574,0.15928,0.49311,0.47773,0.44275,0.39794,0.26042,0.42258,0.41287,0.42929,0.51978,422.2
2002,9,0.819526553153992,1.07057356834412,0.21697,0.14224,0.1255,0.12817,0.07605,0.1919,0.14493,0.09674,0.09864,0.09192,0.04494,0.05144,0.02292,0.14718,89.8
2002,10,6.91884231567383,4.8772554397583,0.75405,0.81282,0.94593,0.7253,0.49325,0.55591,0.57767,0.69642,0.67484,0.49157,0.4405,0.35692,0.36397,0.38609,486.7
2002,11,3.56582474708557,0.692403078079224,0.09593,0.18995,0.22071,0.26224,0.29652,0.082,0.09442,0.17073,0.24439,0.26353,0.18804,0.23055,0.21653,0.03969,137.9
2002,12,1.01525366306305,0.0919568464159966,0.00483,0.00498,0.01323,0.01225,0.01069,0.0046,0.00441,0.01718,0.01213,0.01019,0.00519,0.02221,0.01621,0.00158,2.3
2003,1,0.388717591762543,0.564833998680115,0.00814,0.00467,0.00121,0.00642,0.00683,0.00269,0.01872,0.00745,0.00402,0.00973,0.00626,0.00809,0.01591,0.00058,1.2
2003,2,1.22252511978149,0.0330816954374313,0.00919,0.06717,0.18229,0.24073,0.11384,0.00353,0.01501,0.10705,0.14741,0.088,0.08506,0.10614,0.11228,0.00527,52.9
2003,3,0.531384766101837,0.0670879110693932,0.00551,0.00852,0.05335,0.14042,0.09409,0.00117,0.00311,0.03171,0.06545,0.10624,0.03756,0.0346,0.01719,0.01265,66.2
2003,4,1.66034400463104,0.00947931781411171,0.09037,0.1922,0.19867,0.22697,0.17547,0.02808,0.04719,0.12113,0.14182,0.18093,0.08659,0.21521,0.12836,0.05154,128.1
2003,5,2.07608604431152,0.120408706367016,0.03087,0.09568,0.16743,0.19102,0.07765,0.02116,0.06705,0.20062,0.20403,0.17218,0.1105,0.11793,0.09076,0.01365,89
2003,6,11.1878690719604,9.7852897644043,1.57506,1.23778,0.89494,0.62736,0.23618,1.06873,0.93651,0.77254,0.59934,0.48286,0.61886,0.53212,0.54929,0.80119,534.6
2003,7,9.11515712738037,7.88672304153442,0.96978,0.89817045,0.72338,0.628,0.203,0.92414,0.91089,0.78519,0.55139,0.45725,0.50486,0.43908,0.39138,0.71305,501.6
2003,8,3.2374279499054,1.22464776039124,0.57905,0.40092,0.39839,0.43647,0.14708,0.40316,0.4116,0.34,0.33974,0.26912,0.19775,0.19136,0.10877,0.4137,327.1
2003,9,1.91700029373169,0.95478081703186,0.20527,0.17289,0.15944,0.1389,0.04291,0.18812,0.17085,0.18989,0.16814,0.14343,0.10397,0.13753,0.12919,0.17873,92.6
2003,10,7.39312934875488,3.00461888313293,0.28612,0.32036,0.56291,0.76977,0.58021,0.37542,0.44787,0.48456,0.55257,0.46303,0.43613,0.38012,0.34885,0.2019,388.7
2003,11,5.2595100402832,0.803797662258148,0.08279,0.16479,0.13302,0.14389,0.15959,0.06616,0.13624,0.14575,0.13865,0.1044,0.14327,0.14014,0.20441,0.0185,85.9
2003,12,0.306696265935898,0.00223156297579408,0.00266,0.00546,0.00077,0.01353,0.00712,0.00109,0.01323,0.00847,0.00769,0.00719,0.00513,0.00515,0.01428,0.00402,7.9
2004,1,0.305025547742844,0.0824547335505486,0.00162,0.00657,0.00955,0.02245,0.00884,0.00131,0.00595,0.01735,0.01647,0.02181,0.00844,0.00954,0.01364,0.00044,2.7
2004,2,0.136411175131798,0.0483368821442127,0.00209,0.00458,0.00281,0.02093,0.01441,0.00039,0.00046,0.01124,0.03387,0.04225,0.00196,0.03526,0.01696,0.00042,6.2
2004,3,0.252644956111908,0.0414466261863708,0.01514,0.03223,0.02061,0.09398,0.09536,0.00713,0.03644,0.03789,0.06584,0.13308,0.03869,0.05162,0.0319,0.00848,34.6
2004,4,1.92673754692078,0.08830276876688,0.04474,0.11853,0.12847,0.12795,0.14734,0.01232,0.08942,0.11716,0.07876,0.15639,0.0789,0.12835,0.06489,0.02801,109.3
2004,5,7.37846183776855,11.0365629196167,0.72178,0.81693,0.89343,0.82216,0.52316,0.60016,0.48763,0.70144,0.63627,0.65403,0.65233,0.62424,0.48814,0.35258,597.9
2004,6,7.10382747650146,9.36906147003174,0.97154,0.94089,0.85558,0.66297,0.37691,0.77678,0.59723,0.58046,0.54795,0.51208,0.42167,0.5715,0.48814,0.61277,693.4
2004,7,6.83276414871216,3.19598984718323,0.82253,0.60435,0.49002,0.40767,0.21903,0.47494,0.60901,0.52946,0.49504,0.30972,0.41053,0.38651,0.37135,0.65554,398.2
2004,8,4.16154050827026,2.45109343528748,0.73738,0.57615,0.48144,0.32813,0.13692,0.44445,0.46834,0.40551,0.29792,0.22152,0.28273,0.18835,0.14374,0.50964,439.3
2004,9,4.86425971984863,5.47481393814087,0.18205,0.23029,0.21641,0.27,0.29264,0.30557,0.22026,0.23563,0.25175,0.26539,0.23097,0.28562,0.29932,0.23474,192
2004,10,6.20078277587891,1.37138235569,0.38358,0.44665,0.53162,0.5165,0.29855,0.33365,0.36267,0.33,0.30412,0.3131,0.26518,0.29521,0.2762,0.14055,317.8
2004,11,3.78111958503723,3.78759431838989,0.14889,0.15679,0.19953,0.1678,0.15356,0.06661,0.08939,0.14222,0.15539,0.10608,0.15608,0.1784,0.17679,0.06218,118.5
2004,12,0.983672857284546,0.0203392952680588,0.00292,0.00109,0.00431,0.01025,0.01988,0.0014,0.00016,0.00138,0.00539,0.02359,0.00338,0.02791,0.0246,0.00079,1.4
2005,1,0.573178768157959,0.174344718456268,0.00383,0.03892,0.05298,0.06677,0.01736,0.00292,0.02785,0.09377,0.05045,0.06977,0.04019,0.04664,0.0184,0.00355,18.7
2005,2,0.18951179087162,0.0494073331356049,0.00152,0.00251,0.00162,0.0207,0.01632,0.00109,0.00165,0.00463,0.02155,0.0495,0.01638,0.03879,0.01714,0.00066,6.6
2005,3,0.0989744663238525,0.0339582040905952,0.00234,0.00354,0.01741,0.04832,0.04902,0.00061,8e-05,0.00288,0.01168,0.03585,0.00107,0.02099,0.01076,0.00113,25.8
2005,4,4.68660497665405,0.223668843507767,0.09776,0.13582,0.18676,0.31069,0.38118,0.06446,0.11051,0.23013,0.42923,0.35269,0.51793,0.36799,0.26546,0.07179,202.9
2005,5,4.76832914352417,0.529728889465332,0.0918,0.12252,0.17005,0.2632,0.19677,0.08321,0.27204,0.2239,0.27789,0.2589,0.26672,0.32998,0.25811,0.06988,137.3
2005,6,6.08137989044189,9.04288768768311,0.94081,0.79414,0.7767,0.65812,0.28038,0.75503,0.68502,0.54087,0.51585,0.30262,0.43824,0.33695,0.33435,0.72609,634.9
2005,7,7.36487245559692,7.85876846313477,0.86309,0.8251,0.77548,0.64041,0.26149,0.7469,0.76701,0.73014,0.63592,0.42539,0.6377,0.6779,0.53857,0.95234,877.1
2005,8,2.0477020740509,0.6456019282341,0.52342,0.40206,0.27698,0.22652,0.0845,0.2909,0.43423,0.29106,0.18317,0.13263,0.227,0.10458,0.1189,0.44862,301.4
2005,9,8.80365562438965,7.68853139877319,0.37748,0.37432,0.43892,0.36908,0.19708,0.40344,0.42323,0.38899,0.40843,0.22136,0.37281,0.2554,0.22702,0.39558,431.3
2005,10,4.60049819946289,3.17066121101379,0.22989,0.30627,0.34762,0.41304,0.29208,0.22221,0.36154,0.35857,0.33426,0.36688,0.27563,0.28989,0.25636,0.18961,250.5
2005,11,5.09505319595337,4.0850830078125,0.13282,0.30341,0.28559,0.4097,0.4506,0.14438,0.21271,0.28748,0.50062,0.43665,0.52961,0.35645,0.37254,0.02181,202
2005,12,2.88397264480591,1.56889736652374,0.01691,0.02788,0.02447,0.10705,0.16771,0.02708,0.06222,0.05443,0.12056,0.2056,0.12958,0.24561,0.13882,0.01093,62.5
2006,1,2.56861805915833,0.0225978307425976,0.00787,0.01527,0.00823,0.01088,0.04802,0.00748,0.01364,0.01301,0.02366,0.06702,0.02455,0.07682,0.05891,0.00405,9
2006,2,0.0481577813625336,0.0194203741848469,0.00165,0.00428,0.00104,0.01499,0.01393,0.00026,0.00152,0.00078,0.00213,0.00448,0.00025,0.00144,0.00044,0.00096,0.6
2006,3,0.913636445999146,0.0784499570727348,0.00428,0.04401,0.07911,0.12904,0.09739,0.00225,0.00178,0.02904,0.06179,0.10105,0.01586,0.06528,0.03054,0.01955,80.1
2006,4,0.362008273601532,0.000948071829043329,0.0181,0.02692,0.0715,0.12639,0.11409,0.00275,0.00134,0.00262,0.06862,0.11263,0.0289,0.01812,0.01058,0.01663,73
